"","genus","binomial","body_mass","body_length","age","sex","longitude","latitude","status"
"28158","Delomys","Delomys dorsalis",50,120,"adult","female",-50.392583,-29.416944,"alive"
"28159","Delomys","Delomys dorsalis",31,98,"juvenile","female",-50.392583,-29.416944,"alive"
"28160","Delomys","Delomys dorsalis",59,139,"adult","male",-50.392583,-29.416944,"alive"
"28161","Delomys","Delomys dorsalis",41,125,"adult","male",-50.38938,-29.41959,"alive"
"28162","Delomys","Delomys dorsalis",35,110,"adult","female",-50.392583,-29.416944,"alive"
"28163","Delomys","Delomys dorsalis",42,120,"adult","female",-50.392583,-29.416944,"alive"
"28164","Delomys","Delomys dorsalis",37,101,"adult","female",-50.390844,-29.423937,"alive"
"28165","Delomys","Delomys dorsalis",58,120,"adult","female",-50.390844,-29.423937,"alive"
"28166","Delomys","Delomys dorsalis",52,118,"adult","male",-50.398763,-29.421234,"alive"
"28167","Delomys","Delomys dorsalis",63,109,"adult","female",-50.397346,-29.419349,"alive"
"28168","Delomys","Delomys dorsalis",51,125,"adult","male",-50.397346,-29.419349,"alive"
"28169","Delomys","Delomys dorsalis",47,113,"adult","male",-50.392159,-29.42583,"alive"
"28170","Delomys","Delomys dorsalis",52,128,"adult","female",-50.392159,-29.42583,"alive"
"28171","Delomys","Delomys dorsalis",68,125,"adult","female",-50.385513,-29.428689,"alive"
"28172","Delomys","Delomys dorsalis",39,114,"adult","male",-50.38938,-29.41959,"alive"
"28173","Delomys","Delomys dorsalis",50,110,"adult","male",-50.390844,-29.423937,"alive"
"28174","Delomys","Delomys dorsalis",43,127,"adult","female",-50.398763,-29.421234,"alive"
"28175","Delomys","Delomys dorsalis",73,128,"adult","male",-50.397346,-29.419349,"alive"
"28176","Delomys","Delomys dorsalis",68,124,"adult","female",-50.392583,-29.416944,"alive"
"28177","Delomys","Delomys dorsalis",39,114,"adult","female",-50.398763,-29.421234,"alive"
"28178","Delomys","Delomys dorsalis",68,133,"adult","male",-50.398763,-29.421234,"alive"
"28179","Delomys","Delomys dorsalis",58,133,"adult","male",-50.387045,-29.430814,"alive"
"28180","Delomys","Delomys dorsalis",40,114,"adult","male",-50.387045,-29.430814,"alive"
"28181","Delomys","Delomys dorsalis",38,105,"adult","male",-50.387045,-29.430814,"alive"
"28182","Delomys","Delomys dorsalis",53,125,"adult","female",-50.398763,-29.421234,"alive"
"28183","Delomys","Delomys dorsalis",54,136,"adult","male",-50.392583,-29.416944,"alive"
"28184","Delomys","Delomys dorsalis",39,111,"adult","male",-50.385513,-29.428689,"alive"
"28185","Delomys","Delomys dorsalis",36,119,"adult","female",-50.385513,-29.428689,"alive"
"28186","Delomys","Delomys dorsalis",29,105,"adult","female",-50.387045,-29.430814,"alive"
"28187","Delomys","Delomys dorsalis",23,95,"juvenile","female",-50.385513,-29.428689,"alive"
"28188","Delomys","Delomys dorsalis",46,120,"adult","male",-50.385513,-29.428689,"alive"
"28189","Delomys","Delomys dorsalis",64,135,"adult","male",-50.385513,-29.428689,"alive"
"28190","Delomys","Delomys dorsalis",48,125,"adult","female",-50.385513,-29.428689,"alive"
"28191","Delomys","Delomys dorsalis",17,85,"juvenile","male",-50.387045,-29.430814,"alive"
"28192","Delomys","Delomys dorsalis",38,105,"adult","female",-50.385513,-29.428689,"alive"
"28193","Delomys","Delomys dorsalis",45,115,"adult","female",-50.387045,-29.430814,"alive"
"28194","Delomys","Delomys dorsalis",45,124,"adult","male",-50.387045,-29.430814,"alive"
"28195","Delomys","Delomys dorsalis",56,129,"adult","male",-50.385513,-29.428689,"alive"
"28196","Delomys","Delomys dorsalis",45,121,"adult","female",-50.385513,-29.428689,"alive"
"28197","Delomys","Delomys dorsalis",56,122,"adult","male",-50.387045,-29.430814,"alive"
"28198","Delomys","Delomys dorsalis",60,102,"adult","female",-50.38938,-29.41959,"alive"
"28199","Delomys","Delomys dorsalis",57,123,"adult","male",-50.387045,-29.430814,"alive"
"28200","Delomys","Delomys dorsalis",57,132,"adult","male",-50.387045,-29.430814,"alive"
"28201","Delomys","Delomys dorsalis",33,106,"adult","female",-50.385513,-29.428689,"alive"
"28202","Delomys","Delomys dorsalis",44,127,"adult","male",-50.387045,-29.430814,"alive"
"28203","Delomys","Delomys dorsalis",27,105,"adult","female",-50.38938,-29.41959,"alive"
"28204","Delomys","Delomys dorsalis",56,132,"adult","female",-50.387045,-29.430814,"alive"
"28205","Delomys","Delomys dorsalis",18,90,"juvenile","female",-50.387045,-29.430814,"alive"
"28206","Delomys","Delomys dorsalis",53,118,"adult","male",-50.387045,-29.430814,"alive"
"28207","Delomys","Delomys dorsalis",47,122,"adult","female",-50.38938,-29.41959,"alive"
"28208","Delomys","Delomys dorsalis",37,116,"adult","female",-50.387045,-29.430814,"alive"
"28209","Delomys","Delomys dorsalis",37,115,"adult","female",-50.38938,-29.41959,"alive"
"28210","Delomys","Delomys dorsalis",40,118,"adult","female",-50.392159,-29.42583,"alive"
"28211","Delomys","Delomys dorsalis",44,124,"adult","female",-50.397346,-29.419349,"alive"
"28212","Delomys","Delomys dorsalis",44,126,"adult","female",-50.387045,-29.430814,"alive"
"28213","Delomys","Delomys dorsalis",57,140,"adult","male",-50.398763,-29.421234,"alive"
"28214","Delomys","Delomys dorsalis",47,120,"adult","female",-50.398763,-29.421234,"alive"
"28215","Delomys","Delomys dorsalis",54,125,"adult","female",-50.397346,-29.419349,"alive"
"28216","Delomys","Delomys dorsalis",34,113,"adult","female",-50.38938,-29.41959,"alive"
"28217","Delomys","Delomys dorsalis",44,118,"adult","male",-50.392159,-29.42583,"alive"
"28218","Delomys","Delomys dorsalis",52,125,"adult","female",-50.392159,-29.42583,"alive"
"28219","Delomys","Delomys dorsalis",44,124,"adult","female",-50.392159,-29.42583,"alive"
"28220","Delomys","Delomys dorsalis",41,110,"adult","female",-50.38938,-29.41959,"alive"
"28221","Delomys","Delomys dorsalis",79,145,"adult","male",-50.392159,-29.42583,"alive"
"28222","Delomys","Delomys dorsalis",35,118,"adult","female",-50.390844,-29.423937,"alive"
"28223","Delomys","Delomys dorsalis",35,123,"adult","male",-50.398763,-29.421234,"alive"
"28224","Delomys","Delomys dorsalis",36,121,"adult","female",-50.392583,-29.416944,"alive"
"28225","Delomys","Delomys dorsalis",53,135,"adult","male",-50.397346,-29.419349,"alive"
"28226","Delomys","Delomys dorsalis",28,107,"adult","female",-50.398763,-29.421234,"alive"
"28227","Delomys","Delomys dorsalis",31,110,"adult","female",-50.38938,-29.41959,"alive"
"28228","Delomys","Delomys dorsalis",39,124,"adult","male",-50.398763,-29.421234,"alive"
"28229","Delomys","Delomys dorsalis",34,109,"adult","male",-50.392159,-29.42583,"alive"
"28230","Delomys","Delomys dorsalis",42,113,"adult","female",-50.392159,-29.42583,"alive"
"28231","Delomys","Delomys dorsalis",32,113,"adult","female",-50.392159,-29.42583,"alive"
"28232","Delomys","Delomys dorsalis",47,124,"adult","male",-50.390844,-29.423937,"alive"
"28233","Delomys","Delomys dorsalis",43,125,"adult","female",-50.38938,-29.41959,"alive"
"28234","Delomys","Delomys dorsalis",33,105,"adult","female",-50.397346,-29.419349,"alive"
"28235","Delomys","Delomys dorsalis",33,116,"adult","female",-50.390844,-29.423937,"alive"
"28236","Delomys","Delomys dorsalis",53,130,"adult","female",-50.398763,-29.421234,"alive"
"28237","Delomys","Delomys dorsalis",18,94,"juvenile","male",-50.392159,-29.42583,"alive"
"28238","Delomys","Delomys dorsalis",33,115,"adult","male",-50.398763,-29.421234,"alive"
"28239","Delomys","Delomys dorsalis",49,125,"adult","male",-50.392159,-29.42583,"alive"
"28240","Delomys","Delomys dorsalis",57,125,"adult","male",-50.397346,-29.419349,"alive"
"28241","Delomys","Delomys dorsalis",52,128,"adult","male",-50.397346,-29.419349,"alive"
"28242","Delomys","Delomys dorsalis",50,119,"adult","female",-50.392159,-29.42583,"alive"
"28243","Delomys","Delomys dorsalis",47,140,"adult","male",-50.398763,-29.421234,"alive"
"28244","Delomys","Delomys dorsalis",40,120,"adult","female",-50.398763,-29.421234,"alive"
"28245","Delomys","Delomys dorsalis",49,122,"adult","male",-50.397346,-29.419349,"alive"
"28246","Delomys","Delomys dorsalis",31,109,"adult","female",-50.38938,-29.41959,"alive"
"28247","Delomys","Delomys dorsalis",37,118,"adult","female",-50.392583,-29.416944,"alive"
"28248","Delomys","Delomys dorsalis",66,140,"adult","female",-50.397346,-29.419349,"alive"
"28249","Delomys","Delomys dorsalis",53,134,"adult","male",-50.392159,-29.42583,"alive"
"28250","Delomys","Delomys dorsalis",48,117,"adult","male",-50.398763,-29.421234,"alive"
"28251","Delomys","Delomys dorsalis",33,112,"adult","female",-50.397346,-29.419349,"alive"
"28252","Delomys","Delomys dorsalis",48,128,"adult","male",-50.397346,-29.419349,"alive"
"28253","Delomys","Delomys dorsalis",55,117,"adult","female",-50.392159,-29.42583,"alive"
"28254","Delomys","Delomys dorsalis",47,125,"adult","male",-50.397346,-29.419349,"alive"
"28255","Delomys","Delomys dorsalis",43,124,"adult","female",-50.385513,-29.428689,"alive"
"28256","Delomys","Delomys dorsalis",64,131,"adult","female",-50.392159,-29.42583,"alive"
"28257","Delomys","Delomys dorsalis",83,147,"adult","male",-50.398763,-29.421234,"alive"
"28258","Delomys","Delomys dorsalis",59,128,"adult","female",-50.398763,-29.421234,"alive"
"28259","Delomys","Delomys dorsalis",47,118,"adult","female",-50.392159,-29.42583,"alive"
"28260","Delomys","Delomys dorsalis",68,140,"adult","male",-50.397346,-29.419349,"alive"
"28261","Delomys","Delomys dorsalis",62,125,"adult","female",-50.398763,-29.421234,"alive"
"28262","Delomys","Delomys dorsalis",55,119,"adult","female",-50.392159,-29.42583,"alive"
"28263","Delomys","Delomys dorsalis",67,123,"adult","female",-50.398763,-29.421234,"alive"
"28264","Delomys","Delomys dorsalis",69,140,"adult","female",-50.398763,-29.421234,"alive"
"28265","Delomys","Delomys dorsalis",77,138,"adult","male",-50.398763,-29.421234,"alive"
"28266","Delomys","Delomys dorsalis",73,142,"adult","male",-50.390844,-29.423937,"alive"
"28267","Delomys","Delomys dorsalis",66,130,"adult","male",-50.398763,-29.421234,"alive"
"28268","Delomys","Delomys dorsalis",62,129,"adult","female",-50.392159,-29.42583,"alive"
"28269","Delomys","Delomys dorsalis",56,122,"adult","female",-50.398763,-29.421234,"alive"
"28270","Delomys","Delomys dorsalis",76,135,"adult","male",-50.397346,-29.419349,"alive"
"28271","Delomys","Delomys dorsalis",79,146,"adult","male",-50.398763,-29.421234,"alive"
"28272","Delomys","Delomys dorsalis",51,114,"adult","female",-50.390844,-29.423937,"alive"
"28273","Delomys","Delomys dorsalis",66,128,"adult","male",-50.392159,-29.42583,"alive"
"28274","Delomys","Delomys dorsalis",79,136,"adult","female",-50.398763,-29.421234,"alive"
"28275","Delomys","Delomys dorsalis",62,123,"adult","female",-50.397346,-29.419349,"alive"
"28276","Delomys","Delomys dorsalis",57,124,"adult","female",-50.397346,-29.419349,"alive"
"28277","Delomys","Delomys dorsalis",60,127,"adult","male",-50.397346,-29.419349,"alive"
"28278","Delomys","Delomys dorsalis",69,134,"adult","female",-50.392159,-29.42583,"alive"
"28279","Delomys","Delomys dorsalis",55,120,"adult","female",-50.398763,-29.421234,"alive"
"28280","Delomys","Delomys dorsalis",78,139,"adult","male",-50.392159,-29.42583,"alive"
"28281","Delomys","Delomys dorsalis",62,121,"adult","female",-50.392159,-29.42583,"alive"
"28282","Delomys","Delomys dorsalis",55,119,"adult","female",-50.397346,-29.419349,"alive"
"28283","Delomys","Delomys dorsalis",58,129,"adult","male",-50.398763,-29.421234,"alive"
"28284","Delomys","Delomys dorsalis",66,132,"adult","male",-50.398763,-29.421234,"alive"
"28285","Delomys","Delomys dorsalis",67,132,"adult","male",-50.390844,-29.423937,"alive"
"28286","Delomys","Delomys dorsalis",62,125,"adult","female",-50.397346,-29.419349,"alive"
"28287","Delomys","Delomys dorsalis",65,135,"adult","male",-50.38938,-29.41959,"alive"
"28288","Delomys","Delomys dorsalis",71,139,"adult","male",-50.398763,-29.421234,"alive"
"28289","Delomys","Delomys dorsalis",83,142,"adult","male",-50.398763,-29.421234,"alive"
"28290","Delomys","Delomys dorsalis",58,127,"adult","female",-50.38938,-29.41959,"alive"
"28291","Delomys","Delomys dorsalis",60,120,"adult","female",-50.38938,-29.41959,"alive"
"28292","Delomys","Delomys dorsalis",63,130,"adult","male",-50.385513,-29.428689,"alive"
"28293","Delomys","Delomys dorsalis",68,133,"adult","male",-50.387045,-29.430814,"alive"
"28294","Delomys","Delomys dorsalis",54,119,"adult","female",-50.392583,-29.416944,"alive"
"28295","Delomys","Delomys dorsalis",62,124,"adult","female",-50.38938,-29.41959,"alive"
"28296","Delomys","Delomys dorsalis",69,133,"adult","male",-50.38938,-29.41959,"alive"
"28297","Delomys","Delomys dorsalis",76,140,"adult","male",-50.385513,-29.428689,"alive"
"28298","Delomys","Delomys dorsalis",62,134,"adult","female",-50.392583,-29.416944,"alive"
"28299","Delomys","Delomys dorsalis",70,123,"adult","female",-50.38938,-29.41959,"alive"
"28300","Delomys","Delomys dorsalis",66,133,"adult","male",-50.38938,-29.41959,"alive"
"28301","Delomys","Delomys dorsalis",60,126,"adult","female",-50.38938,-29.41959,"alive"
"28302","Delomys","Delomys dorsalis",68,127,"adult","female",-50.392159,-29.42583,"alive"
"28303","Delomys","Delomys dorsalis",73,134,"adult","male",-50.385513,-29.428689,"alive"
"28304","Delomys","Delomys dorsalis",63,135,"adult","male",-50.397346,-29.419349,"alive"
"28305","Delomys","Delomys dorsalis",50,113,"adult","female",-50.38938,-29.41959,"alive"
"28306","Delomys","Delomys dorsalis",62,116,"adult","female",-50.398763,-29.421234,"alive"
"28307","Delomys","Delomys dorsalis",64,123,"adult","female",-50.392583,-29.416944,"alive"
"28308","Delomys","Delomys dorsalis",45,121,"adult","female",-50.385513,-29.428689,"alive"
"28309","Delomys","Delomys dorsalis",14,77,"juvenile","male",-50.390844,-29.423937,"alive"
"28310","Delomys","Delomys dorsalis",54,127,"adult","female",-50.390844,-29.423937,"alive"
"28311","Delomys","Delomys dorsalis",68,137,"adult","female",-50.390844,-29.423937,"alive"
"28312","Delomys","Delomys dorsalis",65,135,"adult","female",-50.398763,-29.421234,"alive"
"28313","Delomys","Delomys dorsalis",18,75,"juvenile","female",-50.38938,-29.41959,"alive"
"28314","Delomys","Delomys dorsalis",62,129,"adult","female",-50.392583,-29.416944,"alive"
"28315","Delomys","Delomys dorsalis",28,109,"adult","female",-50.390844,-29.423937,"alive"
"28316","Delomys","Delomys dorsalis",68,128,"adult","female",-50.390844,-29.423937,"alive"
"28317","Delomys","Delomys dorsalis",58,119,"adult","female",-50.387045,-29.430814,"alive"
"28318","Delomys","Delomys dorsalis",58,108,"adult","female",-50.397346,-29.419349,"alive"
"28319","Delomys","Delomys dorsalis",35,107,"adult","male",-50.398763,-29.421234,"alive"
"28320","Delomys","Delomys dorsalis",54,126,"adult","female",-50.385513,-29.428689,"alive"
"28321","Delomys","Delomys dorsalis",68,122,"adult","female",-50.398763,-29.421234,"alive"
"28322","Delomys","Delomys dorsalis",58,125,"adult","female",-50.387045,-29.430814,"alive"
"28323","Delomys","Delomys dorsalis",60,135,"adult","female",-50.398763,-29.421234,"alive"
"28324","Delomys","Delomys dorsalis",51,130,"adult","male",-50.38938,-29.41959,"alive"
"28325","Delomys","Delomys dorsalis",33,93,"juvenile","male",-50.385513,-29.428689,"alive"
"28326","Delomys","Delomys dorsalis",38,107,"adult","male",-50.385513,-29.428689,"alive"
"28327","Delomys","Delomys dorsalis",51,117,"adult","female",-50.392583,-29.416944,"alive"
"28328","Delomys","Delomys dorsalis",24,95,"juvenile","male",-50.38938,-29.41959,"alive"
"28329","Delomys","Delomys dorsalis",74,140,"adult","female",-50.387045,-29.430814,"alive"
"28330","Delomys","Delomys dorsalis",67,132,"adult","female",-50.38938,-29.41959,"alive"
"28331","Delomys","Delomys dorsalis",62,132,"adult","female",-50.38938,-29.41959,"alive"
"28332","Delomys","Delomys dorsalis",67,130,"adult","female",-50.392583,-29.416944,"alive"
"28333","Delomys","Delomys dorsalis",47,128,"adult","female",-50.38938,-29.41959,"alive"
"28334","Delomys","Delomys dorsalis",35,103,"adult","male",-50.387045,-29.430814,"alive"
"28335","Delomys","Delomys dorsalis",28,103,"adult","female",-50.385513,-29.428689,"alive"
"28336","Delomys","Delomys dorsalis",24,85,"juvenile","female",-50.38938,-29.41959,"alive"
"28337","Delomys","Delomys dorsalis",35,105,"adult","female",-50.385513,-29.428689,"alive"
"28338","Delomys","Delomys dorsalis",36,105,"adult","female",-50.387045,-29.430814,"alive"
"28339","Delomys","Delomys dorsalis",48,110,"adult","female",-50.38938,-29.41959,"alive"
"28340","Delomys","Delomys dorsalis",64,135,"adult","male",-50.387045,-29.430814,"alive"
"28341","Delomys","Delomys dorsalis",37,106,"adult","female",-50.392583,-29.416944,"alive"
"28342","Delomys","Delomys dorsalis",32,105,"adult","male",-50.387045,-29.430814,"alive"
"28343","Delomys","Delomys dorsalis",73,139,"adult","male",-50.387045,-29.430814,"alive"
"28344","Delomys","Delomys dorsalis",57,122,"adult","female",-50.392583,-29.416944,"alive"
"28345","Delomys","Delomys dorsalis",68,134,"adult","female",-50.390844,-29.423937,"alive"
"28346","Delomys","Delomys dorsalis",62,125,"adult","female",-50.38938,-29.41959,"alive"
"28347","Delomys","Delomys dorsalis",38,105,"adult","female",-50.38938,-29.41959,"alive"
"28348","Delomys","Delomys dorsalis",62,121,"adult","female",-50.392159,-29.42583,"alive"
"28349","Delomys","Delomys dorsalis",66,133,"adult","female",-50.390844,-29.423937,"alive"
"28350","Delomys","Delomys dorsalis",38,115,"adult","male",-50.387045,-29.430814,"alive"
"28351","Delomys","Delomys dorsalis",64,134,"adult","male",-50.392583,-29.416944,"alive"
"28352","Delomys","Delomys dorsalis",61,121,"adult","female",-50.38938,-29.41959,"alive"
"28353","Delomys","Delomys dorsalis",43,115,"adult","male",-50.38938,-29.41959,"alive"
"28354","Delomys","Delomys dorsalis",34,96,"juvenile","male",-50.38938,-29.41959,"alive"
"28355","Delomys","Delomys dorsalis",57,135,"adult","male",-50.387045,-29.430814,"alive"
"28356","Delomys","Delomys dorsalis",44,115,"adult","female",-50.385513,-29.428689,"alive"
"28357","Delomys","Delomys dorsalis",23,95,"juvenile","female",-50.392583,-29.416944,"alive"
"28358","Delomys","Delomys dorsalis",66,135,"adult","male",-50.390844,-29.423937,"alive"
"28359","Delomys","Delomys dorsalis",25,92,"juvenile","female",-50.392583,-29.416944,"alive"
"28360","Delomys","Delomys dorsalis",58,125,"adult","female",-50.398763,-29.421234,"alive"
"28361","Delomys","Delomys dorsalis",70,128,"adult","male",-50.392583,-29.416944,"alive"
"28362","Delomys","Delomys dorsalis",42,115,"adult","male",-50.398763,-29.421234,"alive"
"28363","Delomys","Delomys dorsalis",46,119,"adult","male",-50.38938,-29.41959,"alive"
"28364","Delomys","Delomys dorsalis",32,109,"adult","male",-50.385513,-29.428689,"alive"
"28365","Delomys","Delomys dorsalis",36,107,"adult","female",-50.385513,-29.428689,"alive"
"28366","Delomys","Delomys dorsalis",66,135,"adult","male",-50.398763,-29.421234,"alive"
"28367","Delomys","Delomys dorsalis",22,91,"juvenile","female",-50.397346,-29.419349,"alive"
"28368","Delomys","Delomys dorsalis",57,125,"adult","female",-50.398763,-29.421234,"alive"
"28369","Delomys","Delomys dorsalis",22,85,"juvenile","female",-50.387045,-29.430814,"alive"
"28370","Delomys","Delomys dorsalis",78,132,"adult","female",-50.387045,-29.430814,"alive"
"28371","Delomys","Delomys dorsalis",80,147,"adult","male",-50.38938,-29.41959,"alive"
"28372","Delomys","Delomys dorsalis",18,80,"juvenile","female",-50.387045,-29.430814,"alive"
"28373","Delomys","Delomys dorsalis",52,125,"adult","female",-50.398763,-29.421234,"alive"
"28374","Delomys","Delomys dorsalis",58,130,"adult","female",-50.385513,-29.428689,"alive"
"28375","Delomys","Delomys dorsalis",23,88,"juvenile","female",-50.398763,-29.421234,"alive"
"28376","Delomys","Delomys dorsalis",68,135,"adult","female",-50.397346,-29.419349,"alive"
"28377","Delomys","Delomys dorsalis",35,113,"adult","female",-50.392159,-29.42583,"alive"
"28378","Delomys","Delomys dorsalis",33,104,"adult","female",-50.392159,-29.42583,"alive"
"28379","Delomys","Delomys dorsalis",38,115,"adult","male",-50.392159,-29.42583,"alive"
"28380","Delomys","Delomys dorsalis",48,118,"adult","female",-50.392159,-29.42583,"alive"
"28381","Delomys","Delomys dorsalis",17,76,"juvenile","male",-50.392159,-29.42583,"alive"
"28382","Delomys","Delomys dorsalis",64,134,"adult","female",-50.392159,-29.42583,"alive"
"28383","Delomys","Delomys dorsalis",67,132,"adult","female",-50.390844,-29.423937,"alive"
"28384","Delomys","Delomys dorsalis",34,105,"adult","female",-50.398763,-29.421234,"alive"
"28385","Delomys","Delomys dorsalis",15,78,"juvenile","female",-50.392159,-29.42583,"alive"
"28386","Delomys","Delomys dorsalis",38,110,"adult","female",-50.398763,-29.421234,"alive"
"28387","Delomys","Delomys dorsalis",44,125,"adult","male",-50.398763,-29.421234,"alive"
"28388","Delomys","Delomys dorsalis",62,124,"adult","female",-50.390844,-29.423937,"alive"
"28389","Delomys","Delomys dorsalis",49,110,"adult","female",-50.398763,-29.421234,"alive"
"28390","Delomys","Delomys dorsalis",67,134,"adult","male",-50.392583,-29.416944,"alive"
"28391","Delomys","Delomys dorsalis",45,120,"adult","female",-50.390844,-29.423937,"alive"
"28392","Delomys","Delomys dorsalis",48,120,"adult","female",-50.392583,-29.416944,"alive"
"28393","Delomys","Delomys dorsalis",32,111,"adult","male",-50.387045,-29.430814,"alive"
"28394","Delomys","Delomys dorsalis",61,119,"adult","female",-50.398763,-29.421234,"alive"
"28395","Delomys","Delomys dorsalis",48,117,"adult","female",-50.398763,-29.421234,"alive"
"28396","Delomys","Delomys dorsalis",37,115,"adult","male",-50.390844,-29.423937,"alive"
"28397","Delomys","Delomys dorsalis",43,110,"adult","female",-50.398763,-29.421234,"alive"
"28398","Delomys","Delomys dorsalis",38,105,"adult","male",-50.397346,-29.419349,"alive"
"28399","Delomys","Delomys dorsalis",63,133,"adult","female",-50.397346,-29.419349,"alive"
"28400","Delomys","Delomys dorsalis",39,115,"adult","male",-50.398763,-29.421234,"alive"
"28401","Delomys","Delomys dorsalis",58,131,"adult","female",-50.390844,-29.423937,"alive"
"28402","Delomys","Delomys dorsalis",71,138,"adult","male",-50.398763,-29.421234,"alive"
"28403","Delomys","Delomys dorsalis",40,109,"adult","female",-50.390844,-29.423937,"alive"
"28404","Delomys","Delomys dorsalis",25,100,"adult","male",-50.385513,-29.428689,"alive"
"28405","Delomys","Delomys dorsalis",50,116,"adult","female",-50.392583,-29.416944,"alive"
"28406","Delomys","Delomys dorsalis",51,126,"adult","male",-50.392583,-29.416944,"alive"
"28407","Delomys","Delomys dorsalis",20,90,"juvenile","female",-50.385513,-29.428689,"alive"
"28408","Delomys","Delomys dorsalis",42,122,"adult","female",-50.387045,-29.430814,"alive"
"28409","Delomys","Delomys dorsalis",67,135,"adult","male",-50.390844,-29.423937,"alive"
"28410","Delomys","Delomys dorsalis",53,135,"adult","female",-50.385513,-29.428689,"alive"
"28411","Delomys","Delomys dorsalis",42,115,"adult","male",-50.385513,-29.428689,"alive"
"28412","Delomys","Delomys dorsalis",15,80,"juvenile","female",-50.392583,-29.416944,"alive"
"28414","Delomys","Delomys dorsalis",63,119,"adult","female",-50.38938,-29.41959,"alive"
"28415","Delomys","Delomys dorsalis",20,80,"juvenile","male",-50.38938,-29.41959,"alive"
"28416","Delomys","Delomys dorsalis",48,128,"adult","male",-50.390844,-29.423937,"alive"
"28417","Delomys","Delomys dorsalis",50,125,"adult","male",-50.38938,-29.41959,"alive"
"28418","Delomys","Delomys dorsalis",10,76,"juvenile","female",-50.385513,-29.428689,"alive"
"28419","Delomys","Delomys dorsalis",32,98,"juvenile","female",-50.392583,-29.416944,"alive"
"28420","Delomys","Delomys dorsalis",38,117,"adult","male",-50.398763,-29.421234,"alive"
"28421","Delomys","Delomys dorsalis",50,123,"adult","female",-50.387045,-29.430814,"alive"
"28422","Delomys","Delomys dorsalis",39,118,"adult","female",-50.398763,-29.421234,"alive"
"28423","Delomys","Delomys dorsalis",18,98,"juvenile","female",-50.392159,-29.42583,"alive"
"28424","Delomys","Delomys dorsalis",31,116,"adult","female",-50.392583,-29.416944,"alive"
"28425","Delomys","Delomys dorsalis",33,106,"adult","female",-50.385513,-29.428689,"alive"
"28426","Delomys","Delomys dorsalis",44,117,"adult","male",-50.387045,-29.430814,"alive"
"28427","Delomys","Delomys dorsalis",63,132,"adult","male",-50.392159,-29.42583,"alive"
"28428","Delomys","Delomys dorsalis",37,110,"adult","male",-50.38938,-29.41959,"alive"
"28429","Delomys","Delomys dorsalis",17,91,"juvenile","male",-50.392583,-29.416944,"alive"
"28430","Delomys","Delomys dorsalis",39,121,"adult","female",-50.390844,-29.423937,"alive"
"28431","Delomys","Delomys dorsalis",54,123,"adult","female",-50.390844,-29.423937,"alive"
"28432","Delomys","Delomys dorsalis",43,120,"adult","male",-50.392159,-29.42583,"alive"
"28433","Delomys","Delomys dorsalis",35,112,"adult","female",-50.390844,-29.423937,"alive"
"28434","Delomys","Delomys dorsalis",49,128,"adult","female",-50.398763,-29.421234,"alive"
"28435","Delomys","Delomys dorsalis",74,140,"adult","male",-50.398763,-29.421234,"alive"
"28436","Delomys","Delomys dorsalis",51,125,"adult","female",-50.392159,-29.42583,"alive"
"28437","Delomys","Delomys dorsalis",62,135,"adult","male",-50.397346,-29.419349,"alive"
"28438","Delomys","Delomys dorsalis",53,130,"adult","female",-50.392159,-29.42583,"alive"
"28439","Delomys","Delomys dorsalis",51,128,"adult","female",-50.392159,-29.42583,"alive"
"28440","Delomys","Delomys dorsalis",49,123,"adult","female",-50.398763,-29.421234,"alive"
"28441","Delomys","Delomys dorsalis",51,130,"adult","male",-50.392159,-29.42583,"alive"
"28442","Delomys","Delomys dorsalis",39,115,"adult","female",-50.397346,-29.419349,"alive"
"28443","Delomys","Delomys dorsalis",36,117,"adult","female",-50.397346,-29.419349,"alive"
"28444","Delomys","Delomys dorsalis",63,135,"adult","male",-50.390844,-29.423937,"alive"
"28445","Delomys","Delomys dorsalis",36,120,"adult","male",-50.397346,-29.419349,"alive"
"28446","Delomys","Delomys dorsalis",55,140,"adult","male",-50.390844,-29.423937,"alive"
"28447","Delomys","Delomys dorsalis",49,133,"adult","male",-50.390844,-29.423937,"alive"
"28448","Delomys","Delomys dorsalis",43,116,"adult","male",-50.390844,-29.423937,"alive"
"28449","Delomys","Delomys dorsalis",45,121,"adult","male",-50.398763,-29.421234,"alive"
"28450","Delomys","Delomys dorsalis",53,115,"adult","female",-50.390844,-29.423937,"alive"
"28451","Delomys","Delomys dorsalis",44,119,"adult","female",-50.397346,-29.419349,"alive"
"28452","Delomys","Delomys dorsalis",48,118,"adult","female",-50.392583,-29.416944,"alive"
"28453","Delomys","Delomys dorsalis",32,104,"adult","female",-50.392583,-29.416944,"alive"
"28454","Delomys","Delomys dorsalis",55,122,"adult","male",-50.392159,-29.42583,"alive"
"28455","Delomys","Delomys dorsalis",57,123,"adult","male",-50.390844,-29.423937,"alive"
"28456","Delomys","Delomys dorsalis",42,109,"adult","male",-50.390844,-29.423937,"alive"
"28457","Delomys","Delomys dorsalis",35,117,"adult","female",-50.392159,-29.42583,"alive"
"28458","Delomys","Delomys dorsalis",57,127,"adult","female",-50.397346,-29.419349,"alive"
"28459","Delomys","Delomys dorsalis",49,131,"adult","male",-50.390844,-29.423937,"alive"
"28460","Delomys","Delomys dorsalis",70,132,"adult","male",-50.392159,-29.42583,"alive"
