ID_sp,Group,order,family,genus,binomial,Registers,locals,studies,N_body_mass,Body_mass_mean,Body_mass_sd,Body_mass_cv,N_body_length,Body_length_mean,Body_length_sd,Body_length_cv,N_tail_length,tail_length_mean,tail_length_sd,tail_length_cv,N_forearm,forearm_mean,forearm_sd,forearm_cv
266,Small mammals,Rodentia,Muridae,Rattus,Rattus rattus,19,11,7,19,144.6842105,68.7984598,0.475507725,19,212.5789474,90.70851717,0.426705082,17,207.6058824,16.63138864,0.080110392,0,NA,NA,NA
267,Small mammals,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus brasiliensis,24,18,7,24,165.1666667,41.62322373,0.252007409,23,181.9130435,21.34119585,0.117315369,23,187.9565217,27.52928732,0.146466252,0,NA,NA,NA
268,Large mammals,Cingulata,Dasypodidae,Cabassous,Cabassous sp.,1,1,1,1,3000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
269,Large mammals,Carnivora,Mustelidae,Galictis,Galictis vittata,1,1,1,1,1674,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
270,Small mammals,Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,5,1,1,5,49,22.77059507,0.464706022,5,121.8,18.67351065,0.153312895,5,144.6,23.41580663,0.161935039,0,NA,NA,NA
271,Small mammals,Rodentia,Caviidae,Galea,Galea spixii,4,2,1,4,211,81.58839787,0.386674871,4,218.5,36.70149861,0.167970245,0,NA,NA,NA,0,NA,NA,NA
272,Small mammals,Rodentia,Cricetidae,Wiedomys,Wiedomys pyrrhorhinos,50,2,1,50,32.6,11.88722518,0.364638809,50,105.8,19.75565019,0.186726372,49,162.3469388,35.00092321,0.215593367,0,NA,NA,NA
273,Bats,Chiroptera,Thyropteridae,Thyroptera,Thyroptera wynneae,1,1,1,1,4,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
274,Bats,Chiroptera,Phyllostomidae,Uroderma,Uroderma magnirostrum,2,2,2,2,16.5,0.707106781,0.042854956,0,NA,NA,NA,0,NA,NA,NA,2,42.35,0.494974747,0.011687715
275,Bats,Chiroptera,Molossidae,Nyctinomops,Nyctinomops laticaudatus,5,1,1,5,10.2,0.758287544,0.074341916,0,NA,NA,NA,0,NA,NA,NA,5,44.48,0.998498873,0.022448266
276,Large mammals,Carnivora,Canidae,Speothos,Speothos venaticus,1,1,1,1,5.65,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
277,Bats,Chiroptera,Phyllostomidae,Dermanura,Dermanura anderseni,1,1,1,1,13,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,40.3,NA,NA
278,Bats,Chiroptera,Mormoopidae,Pteronotus,Pteronotus gymnonotus,120,2,1,120,10.28833333,1.361547768,0.132339002,0,NA,NA,NA,0,NA,NA,NA,120,50.3235,1.41690315,0.028155894
279,Bats,Chiroptera,Mormoopidae,Pteronotus,Pteronotus personatus,110,1,1,110,6.993636364,0.835153919,0.119416263,0,NA,NA,NA,0,NA,NA,NA,110,45.46090909,1.412142328,0.031062782
