basin,sub,sta,lat,long,elev,slope,aspect,s.id,s.edge,p.edge,p.edge,p.cwedge,ba.con,ba.hard,ba.snag,ba.tot,ba.ratio,snag.sml,snag.ml,snag.l,snag.dc1,snag.dc2,snag.dc4
L,LT,24,4907615,454317.688,244,70,70,1,I,E,107,5,28,4,4,32,88,71,25,11,7,53,11
L,LT,25,4907619,454513.188,293,65,252,1,I,E,56,3,26,0,12,26,100,35,25,18,0,4,32
L,LT,26,4907620,454699.25,338,33,284,1,I,E,126,6,12,8,4,20,60,35,18,14,4,4,28
L,LT,27,4907635,454899.875,382,38,260,1,I,E,127,6,8,0,8,8,100,96,18,18,42,28,25
L,LT,28,4907640.5,455084.688,427,16,290,1,I,I,0,0,18,0,4,18,100,53,39,21,4,7,42
L,LT,29,4907253.5,455066.719,427,27,260,1,I,E,106,5,8,8,6,16,50,74,32,21,18,32,25
L,LT,30,4907261,454908.719,400,31,262,1,I,E,115,6,20,0,6,20,100,81,21,11,18,46,18
L,LT,31,4907253.5,454692.781,366,48,260,1,I,E,129,6,20,4,4,24,83,64,53,25,4,18,42
L,LT,32,4907254.5,454507.719,305,73,344,1,I,E,118,6,36,0,12,36,100,64,18,18,7,25,32
L,LT,33,4907250.5,454307.375,256,77,90,1,I,I,0,0,18,0,4,18,100,14,4,4,4,4,7
L,LT,34,4907252.5,454108.438,342,85,148,1,I,E,144,7,8,6,0,14,57,21,0,0,11,11,0
L,LT,35,4907257.5,453918.594,427,57,126,1,I,I,0,0,30,0,0,30,100,78,7,4,25,32,21
L,NN,1,4895999.5,435909.594,394,68,162,3,I,I,0,0,12,8,12,20,60,28,25,18,0,21,7
L,NN,2,4895985.5,435715.812,398,64,149,3,I,E,126,11,52,2,12,54,96,57,42,32,11,11,35
L,NN,3,4895973,435519.688,401,70,40,3,I,E,102,5,0,8,4,8,0,21,18,14,0,4,18
L,NN,4,4895969,435336.188,403,92,20,3,I,E,126,6,14,8,4,22,64,25,25,21,0,11,14
L,NN,5,4895945,435137.469,402,105,270,3,I,I,0,0,56,0,0,56,100,21,11,11,0,4,18
L,NN,6,4896319,434922.562,378,34,60,3,I,E,148,13,4,12,4,16,25,28,25,21,0,11,18
L,NN,7,4896330.5,435106.594,383,10,11,3,I,I,0,0,0,12,0,12,0,7,7,4,0,4,4
L,NN,8,4896346.5,435312.406,386,52,53,3,I,E,158,14,28,0,0,28,100,14,7,7,0,11,4
L,NN,9,4896362,435478.875,386,29,120,3,E,E,187,74,4,0,0,4,100,32,11,4,0,25,7
L,NN,10,4896382,435683.156,385,66,210,4,E,E,55,30,0,0,0,0,50,0,0,0,0,0,0
L,NN,11,4896777,435838.375,375,82,136,4,I,E,85,4,4,0,4,4,100,21,21,21,0,0,21
L,NN,12,4896758.5,435644.25,372,74,134,4,I,E,37,2,0,0,4,0,50,11,11,11,0,4,7
L,NN,13,4896738,435451.562,373,72,4,4,I,E,50,2,0,0,0,0,50,0,0,0,0,0,0
L,NN,14,4896725.5,435270.562,375,28,2,4,E,E,99,55,0,0,0,0,50,18,18,14,0,0,18
L,NN,15,4896702.5,435067.125,380,50,38,3,I,I,0,0,38,0,10,38,100,53,50,42,4,11,39
L,NN,16,4896688,434880.562,386,75,42,3,I,E,124,6,20,0,12,20,100,53,32,18,0,21,32
L,NN,17,4896675.5,434702.438,396,85,46,3,I,I,0,0,34,0,8,34,100,42,35,25,0,4,39
L,NN,18,4897062.5,434846.625,362,70,42,3,I,E,103,5,12,0,0,12,100,18,11,7,0,11,7
L,NN,19,4897084,435027.469,350,58,30,3,I,I,0,0,24,0,10,24,100,21,21,21,0,14,7
L,NN,20,4897102,435224.344,343,34,129,3,I,E,127,6,12,4,4,16,75,11,11,4,4,0,7
L,NN,21,4897123.5,435406.656,344,48,330,3,I,I,0,0,20,0,28,20,100,64,60,18,0,32,32
L,NN,22,4897137,435605.188,353,48,174,3,I,I,0,0,34,0,16,34,100,88,78,39,11,28,50
L,NN,23,4897158.5,435799.688,364,58,92,3,I,I,0,0,24,0,30,24,100,117,96,50,4,21,92
L,NN,24,4897174.5,435985.062,377,35,162,3,E,E,118,49,30,0,8,30,100,42,18,14,7,18,18
L,NN,25,4897577,436030.719,387,65,232,3,I,I,0,0,2,0,0,2,100,53,42,28,14,25,14
L,NN,26,4897560,435845.156,366,95,234,3,I,I,0,0,26,0,22,26,100,88,81,71,7,32,50
L,NN,27,4897541,435646.438,339,40,40,3,I,E,127,6,26,0,14,26,100,50,50,39,0,11,39
L,NN,28,4897517,435448.531,314,65,3,3,I,I,0,0,12,0,18,12,100,74,71,60,4,35,35
L,NN,29,4897497,435254.531,297,71,86,3,I,E,130,6,36,4,20,40,90,39,39,39,0,7,32
L,NN,30,4897474,435067.531,295,87,338,3,I,E,146,7,8,0,8,8,100,28,25,18,0,14,14
L,NN,31,4897457,434872.688,309,66,346,3,I,I,0,0,20,4,12,24,83,39,32,18,4,28,7
L,NN,32,4897858,434829.281,307,85,292,3,I,I,0,0,28,0,12,28,100,32,28,21,7,11,14
L,NN,33,4897873.5,435027.156,299,59,340,3,I,I,0,0,22,0,16,22,100,64,64,50,4,32,28
L,NN,34,4897899.5,435214,301,50,120,3,I,I,0,0,20,0,22,20,100,64,60,53,7,28,28
L,NN,35,4897918.5,435406.125,314,52,58,1,I,I,0,0,0,0,0,0,50,7,7,7,0,7,0
L,NN,36,4897933.5,435601.688,336,28,178,1,I,I,0,0,0,0,0,0,50,7,4,4,4,0,4
L,NN,37,4897953.5,435799.531,359,50,108,1,I,I,0,0,0,0,8,0,50,18,18,18,0,4,14
L,RC,1,4902177,436364.219,142,28,276,1,I,E,118,6,0,6,0,6,0,11,7,7,0,4,7
L,RC,2,4902161,436557.219,135,36,346,1,I,E,66,3,26,0,12,26,100,60,60,28,7,35,18
L,RC,3,4901752,436413.625,188,37,236,1,I,I,0,0,40,0,2,40,100,39,39,28,0,18,21
L,RC,4,4901740.5,436615,189,12,73,1,E,E,209,41,6,0,12,6,100,64,39,14,7,42,14
L,RC,5,4901709.5,436813.5,264,25,8,1,I,I,0,0,50,0,4,50,100,35,25,14,4,14,18
L,RC,6,4901296.5,437185.281,277,57,243,3,I,I,0,0,2,0,0,2,100,7,0,0,7,0,0
L,RC,7,4901311.5,436991.594,224,46,240,3,I,I,0,0,12,0,0,12,100,11,0,0,11,0,0
L,RC,8,4901324,436783.188,224,28,220,1,E,E,127,46,12,0,12,12,100,46,21,7,14,18,14
L,RC,9,4901341.5,436562.812,207,45,195,1,I,I,0,0,56,4,4,60,93,42,28,11,0,25,18
L,RC,10,4901381,436360.406,167,25,355,3,E,E,127,52,0,4,0,4,0,4,0,0,0,0,4
L,RC,11,4901360.5,436187.062,167,20,74,3,I,E,92,5,4,0,4,4,100,4,4,4,0,0,4
L,RC,12,4900905.5,437167.938,260,54,292,3,I,I,0,0,4,0,0,4,100,0,0,0,0,0,0
L,RC,13,4900916,436972.281,223,39,13,3,I,I,0,0,5,0,0,5,100,0,0,0,0,0,0
L,RC,14,4900925,436777.094,223,41,348,3,I,I,0,0,4,0,0,4,100,14,0,0,0,11,4
L,RC,15,4900933.5,436568.219,223,53,13,3,I,I,0,0,14,0,0,14,100,0,0,0,0,0,0
L,RC,16,4900947.5,436369.969,142,70,300,3,I,E,115,6,8,0,0,8,100,4,0,0,4,0,0
L,RC,17,4900961,436163.969,147,52,20,3,I,E,112,6,8,0,8,8,100,28,7,7,21,0,7
L,RC,18,4900967.5,435981.375,195,67,120,3,I,E,104,5,8,0,0,8,100,4,0,0,4,0,0
L,RC,19,4900567.5,435963,210,60,50,3,I,E,88,4,16,0,0,16,100,4,4,4,0,0,4
L,RC,20,4900557.5,436142.406,182,36,15,3,I,E,95,5,10,0,0,10,100,25,18,11,4,0,21
L,RC,21,4900550,436336.938,157,30,73,3,I,E,115,10,20,0,0,20,100,32,25,18,4,0,28
L,RC,22,4900544,436538.594,158,38,318,3,I,I,0,0,0,12,0,12,0,60,14,7,14,25,21
L,RC,23,4900527.5,436745.906,159,27,20,3,I,E,124,6,14,0,0,14,100,4,4,4,0,0,4
L,RC,24,4900521,436943.719,246,72,270,3,I,I,0,0,10,0,0,10,100,4,4,0,0,0,4
L,RC,25,4900126,436926.594,299,72,290,3,I,E,102,9,16,0,0,16,100,0,0,0,0,0,0
L,RC,26,4900135.5,436726.781,246,45,290,3,I,I,0,0,6,0,0,6,100,0,0,0,0,0,0
L,RC,27,4900136.5,436530.906,228,40,272,3,I,I,0,0,18,0,0,18,100,7,4,0,7,0,0
L,RC,28,4900143.5,436330.969,183,10,288,3,I,E,131,7,16,0,0,16,100,14,7,7,0,4,11
L,RC,29,4900163,436118.969,224,22,88,3,I,I,0,0,22,0,0,22,100,28,18,7,7,4,18
L,RC,30,4899767.5,436000.844,267,40,12,3,I,I,0,0,6,0,0,6,100,0,0,0,0,0,0
L,RC,31,4899756.5,436179.125,217,95,25,3,I,I,0,0,6,0,0,6,100,0,0,0,0,0,0
L,RC,32,4899757,436384.312,280,53,348,3,I,E,73,4,18,0,4,18,100,7,7,4,0,0,7
L,RC,33,4899742,436591.031,267,14,46,3,I,E,202,18,12,0,0,12,100,0,0,0,0,0,0
L,RC,34,4899748.5,436791.219,348,57,300,3,I,I,0,0,4,0,0,4,100,0,0,0,0,0,0
L,UC,1,4904490,439299.438,200,76,185,2,I,I,0,0,14,0,0,14,100,0,0,0,0,0,0
L,UC,2,4904387,439138.344,105,52,320,3,E,E,90,37,0,12,0,12,0,21,4,4,0,18,4
L,UC,3,4903990.5,439060.875,199,30,82,1,I,I,0,0,6,0,0,6,100,0,0,0,0,0,0
L,UC,4,4904049.5,439235.969,180,60,74,1,I,I,0,0,4,0,0,4,100,0,0,0,0,0,0
L,UC,5,4904122,439425.031,118,68,246,3,E,E,87,36,4,8,0,12,33,14,11,11,4,4,7
L,UC,6,4904177,439598.188,235,89,204,3,E,E,106,38,16,0,0,16,100,28,14,7,0,18,11
L,UC,7,4904228,439765.531,327,23,308,3,E,E,115,41,8,8,8,16,50,25,25,18,4,11,11
L,UC,8,4904111,440622.688,363,70,204,3,E,E,127,46,26,4,2,30,87,67,46,21,7,35,25
L,UC,9,4904054.5,440454.219,300,68,145,4,E,E,24,9,24,0,0,24,100,7,4,0,4,0,4
L,UC,10,4903988,440268.719,309,54,160,3,I,I,0,0,32,0,0,32,100,53,28,0,4,32,18
L,UC,11,4903927,440099.688,232,87,292,3,I,I,0,0,24,4,0,28,86,18,11,7,0,4,14
L,UC,12,4903865.5,439906.312,229,68,72,3,I,I,0,0,28,4,16,32,88,42,42,25,0,21,21
L,UC,13,4903805.5,439734.125,228,90,192,3,I,I,0,0,24,0,0,24,100,32,18,7,4,21,7
L,UC,14,4903749.5,439563.188,118,12,312,3,E,E,94,39,0,20,4,20,0,28,21,7,0,11,18
L,UC,15,4903681,439371.438,183,31,56,1,I,I,0,0,16,0,0,16,100,0,0,0,0,0,0
L,UC,16,4903617.5,439186.438,217,59,4,1,I,I,0,0,20,0,0,20,100,14,4,0,14,0,0
L,UC,17,4903546.5,438994.406,254,45,138,1,I,I,0,0,10,0,0,10,100,18,4,0,14,0,4
L,UC,18,4903492,438810.5,294,37,82,1,I,I,0,0,16,0,0,16,100,21,4,0,18,0,4
L,UC,19,4903108,438949.094,315,65,106,1,I,E,103,5,4,0,0,4,100,4,0,0,4,0,0
L,UC,20,4903176,439123.344,251,77,102,1,I,E,120,11,10,0,0,10,100,0,0,0,0,0,0
L,UC,21,4903239.5,439316.375,228,76,96,1,I,E,125,11,12,0,0,12,100,0,0,0,0,0,0
L,UC,22,4903297.5,439496.5,124,84,103,1,E,E,36,15,12,0,0,12,100,11,4,4,0,0,11
L,UC,23,4903365.5,439678.906,210,82,262,3,I,I,0,0,22,2,0,24,92,11,11,0,4,4,4
L,UC,24,4903428.5,439874.406,222,37,8,3,I,E,124,6,30,0,12,30,100,53,46,28,4,35,14
L,UC,25,4903490.5,440053.562,205,28,296,3,I,I,0,0,0,4,0,4,0,4,4,4,0,0,4
L,UC,26,4903559,440241.25,226,45,228,3,I,I,0,0,14,8,0,22,64,21,14,4,7,4,11
L,UC,27,4903620,440403.562,308,45,326,3,I,I,0,0,14,16,0,30,47,4,4,4,0,0,4
L,UC,28,4903683.5,440573.125,370,43,256,3,I,I,0,0,30,0,8,30,100,50,39,25,11,35,4
L,UC,29,4903249,440546.219,257,84,222,5,I,I,0,0,16,0,4,16,100,4,4,4,0,0,4
L,UC,30,4903184.5,440375.75,236,69,356,5,I,I,0,0,22,0,4,22,100,4,0,0,0,4,0
L,UC,31,4903113.5,440180.125,197,69,342,5,I,I,0,0,12,0,0,12,100,7,7,4,0,0,7
L,UC,32,4903050,439992.062,206,68,100,3,I,I,0,0,4,0,4,4,100,50,39,32,0,39,11
L,UC,33,4902987.5,439813.25,253,64,258,1,I,I,0,0,14,0,4,14,100,4,0,0,0,4,0
L,UC,34,4902914,439627.781,179,77,16,1,I,I,0,0,0,12,0,12,0,21,0,0,14,4,4
L,UC,35,4902840.5,439447.781,85,60,296,1,I,I,0,0,0,4,0,4,0,14,7,0,0,4,11
L,UC,36,4902785,439254.875,149,82,170,1,I,I,0,0,4,20,0,24,17,0,0,0,0,0,0
L,UC,37,4902723.5,439068.469,217,69,148,1,I,E,182,16,16,0,0,16,100,0,0,0,0,0,0
L,UT,1,4905655.5,454955.75,446,47,68,1,I,I,0,0,28,0,8,28,100,64,50,14,18,46,0
L,UT,2,4905669,454769.562,407,63,64,1,I,I,0,0,56,0,4,56,100,60,35,14,25,25,11
L,UT,3,4905670,454586.562,427,45,22,1,I,I,0,0,26,8,8,34,76,14,14,7,4,4,7
L,UT,4,4905657.5,454403.75,450,57,48,1,I,E,43,2,12,4,2,16,75,120,99,39,4,106,11
L,UT,5,4905279,454582.062,440,97,84,1,I,I,0,0,10,4,16,14,71,32,25,21,7,14,11
L,UT,6,4905287.5,454768.719,467,42,292,1,I,E,94,5,42,0,0,42,100,50,14,0,7,35,7
L,UT,7,4905280,454948.812,493,30,54,1,I,E,107,5,38,0,8,38,100,92,81,25,7,71,14
L,UT,8,4905279.5,455142.406,510,48,266,1,I,E,90,5,36,0,0,36,100,103,64,4,28,64,11
L,UT,9,4904906.5,454400.156,522,70,95,1,I,I,0,0,32,0,4,32,100,32,28,21,0,7,25
L,UT,10,4904907.5,454580.188,503,70,300,1,I,E,116,6,30,4,24,34,88,92,71,53,11,18,64
L,UT,11,4904911.5,454768.938,550,35,320,1,I,E,99,5,32,0,8,32,100,96,71,35,4,21,71
L,UT,12,4904917.5,454953.812,568,65,40,1,I,E,146,7,36,12,12,48,75,53,39,32,7,7,39
L,UT,13,4904904,455137,568,35,16,1,I,I,0,0,66,0,8,66,100,110,50,18,18,57,35
L,UT,14,4904900,455322.344,560,58,290,1,I,I,0,0,32,0,16,32,100,85,28,11,21,46,18
L,UT,15,4904539,455312.125,622,40,40,1,I,I,0,0,44,0,16,44,100,67,46,35,0,7,60
L,UT,16,4904538,455132.5,611,30,360,1,E,E,120,43,44,4,0,48,92,74,25,18,14,28,32
L,UT,17,4904538.5,454940.375,631,50,40,1,I,I,0,0,38,0,8,38,100,113,21,14,21,35,57
L,UT,18,4904544.5,454762.688,650,30,60,1,I,I,0,0,32,0,12,32,100,191,78,28,50,53,88
L,UT,19,4904543,454581.375,593,65,280,1,I,I,0,0,44,0,20,44,100,149,50,39,39,39,71
L,UT,20,4904541.5,454403.062,594,68,40,1,I,I,0,0,32,0,12,32,100,28,25,18,0,4,25
L,UT,21,4904183,455308.031,684,48,310,2,E,E,56,13,4,0,0,4,100,0,0,0,0,0,0
L,UT,22,4904187,455131.438,704,51,6,2,E,E,111,25,4,0,0,4,100,7,0,0,7,0,0
L,UT,23,4904174.5,454941.594,687,40,342,2,E,E,197,30,4,0,0,4,100,0,0,0,0,0,0
L,UT,24,4904185,454761.594,715,42,336,3,E,E,42,8,0,4,0,4,0,11,7,0,0,0,11
L,UT,25,4904177,454583.625,681,58,278,2,I,E,127,6,4,0,0,4,100,7,4,4,0,4,4
L,UT,26,4904167,454403.375,630,49,242,2,I,I,0,0,6,0,0,6,100,0,0,0,0,0,0
L,UT,27,4903823,454400.906,716,58,40,2,I,I,0,0,4,0,0,4,100,11,4,0,0,0,11
L,UT,28,4903805.5,454597.875,763,54,316,2,I,E,115,6,0,0,0,0,50,0,0,0,0,0,0
L,UT,29,4903849,454753.75,788,70,330,3,E,E,194,30,4,0,0,4,100,0,0,0,0,0,0
L,UT,30,4903857,454933.219,827,57,2,3,I,I,0,0,0,0,0,0,50,0,0,0,0,0,0
L,UT,31,4903504,454749.562,872,76,280,3,I,I,0,0,0,0,0,0,50,0,0,0,0,0,0
L,UT,32,4903478,454574.562,801,41,284,2,I,I,0,0,8,0,0,8,100,0,0,0,0,0,0
L,UT,33,4903462,454394.969,759,60,333,2,I,I,0,0,10,0,0,10,100,4,4,0,0,0,4
L,WC,1,4907477.5,441290.094,227,68,118,1,I,I,0,0,18,4,0,22,82,11,4,4,7,0,4
L,WC,2,4907354.5,441431.312,163,55,118,1,I,I,0,0,8,4,0,12,67,0,0,0,0,0,0
L,WC,3,4907211.5,441577.594,208,50,312,1,I,I,0,0,40,4,4,44,91,18,18,14,4,4,11
L,WC,4,4907130.5,441750.719,313,70,326,1,I,I,0,0,8,0,0,8,100,11,7,7,4,0,7
L,WC,5,4907029.5,441917.5,366,60,32,4,E,E,129,53,0,4,2,4,0,35,25,21,0,4,32
L,WC,6,4907321,442140.094,354,65,318,4,I,I,0,0,0,0,0,0,50,0,0,0,0,0,0
L,WC,7,4907430.5,441997.062,318,68,245,4,I,I,0,0,12,0,0,12,100,0,0,0,0,0,0
L,WC,8,4907524,441839.781,217,78,298,3,I,I,0,0,0,0,0,0,50,0,0,0,0,0,0
L,WC,9,4907650.5,441659.438,177,67,130,2,E,E,130,118,0,4,0,4,0,28,25,14,4,14,11
L,WC,10,4907780,441526.938,218,70,50,2,I,I,0,0,0,0,0,0,50,4,0,0,0,4,0
L,WC,11,4908089,441781.219,274,78,180,1,I,I,0,0,48,0,0,48,100,14,14,7,11,0,4
L,WC,12,4907971.5,441929.688,261,83,122,1,I,I,0,0,20,20,12,40,50,32,32,25,0,4,28
L,WC,13,4907835.5,442073.75,267,56,294,1,I,E,130,6,36,6,8,42,86,53,50,46,4,7,42
L,WC,14,4907744.5,442236.75,350,38,268,1,I,I,0,0,38,0,10,38,100,103,92,71,0,53,50
L,WC,15,4907621,442393.281,389,55,338,1,I,I,0,0,36,4,14,40,90,42,39,25,4,14,25
L,WC,16,4907753,442871.594,432,10,280,8,I,I,0,0,4,0,0,4,100,0,0,0,0,0,0
L,WC,17,4907838,442734.281,410,20,290,7,E,E,127,70,0,0,0,0,50,0,0,0,0,0,0
L,WC,18,4907959.5,442590.344,333,40,278,7,I,I,0,0,0,0,0,0,50,14,14,11,0,0,14
L,WC,19,4908067,442432.469,277,53,286,7,I,I,0,0,0,0,0,0,50,0,0,0,0,0,0
L,WC,20,4908183.5,442278.906,246,40,268,7,E,E,78,43,0,0,0,0,50,14,14,4,11,0,4
L,WC,21,4908316.5,442130.219,239,70,270,1,E,E,204,53,20,12,8,32,63,35,32,28,4,4,28
L,WC,22,4908438,441983.062,296,25,20,1,I,I,0,0,20,0,12,20,100,57,53,50,4,25,28
L,WC,23,4908570,441835.438,307,58,62,6,I,I,0,0,0,0,4,0,50,4,4,4,0,0,4
L,WC,24,4908955,441978.344,296,88,202,10,I,E,113,10,0,0,0,0,50,21,0,0,21,0,0
L,WC,25,4908790.5,442165.375,279,78,194,10,I,E,120,11,4,4,0,8,50,11,11,4,0,0,11
L,WC,26,4908678,442284.562,238,33,100,10,I,I,0,0,4,0,0,4,100,0,0,0,0,0,0
L,WC,27,4908576,442460,247,88,198,11,E,E,144,79,4,0,0,4,100,0,0,0,0,0,0
L,WC,28,4908479.5,442615.125,256,20,294,10,E,E,66,36,0,0,0,0,50,0,0,0,0,0,0
L,WC,29,4908347.5,442722.219,331,15,330,12,I,I,0,0,24,0,20,24,100,96,85,60,35,28,32
L,WC,30,4908232.5,442874.625,362,34,320,13,I,I,0,0,4,0,0,4,100,0,0,0,0,0,0
L,WC,31,4908113.5,443024.062,393,30,330,12,E,E,130,47,16,0,8,16,100,18,18,18,4,4,11
L,WC,32,4908536,443116.188,407,35,264,14,I,I,0,0,8,0,0,8,100,0,0,0,0,0,0
L,WC,33,4908654,442957.969,409,48,194,14,I,I,0,0,8,0,0,8,100,4,4,0,0,4,0
N,BC,1,5019048.5,437832.719,323,43,330,2,I,E,135,7,0,12,0,12,0,0,0,0,0,0,0
N,BC,2,5019250,437800.125,257,80,230,1,E,E,125,51,4,4,4,8,50,39,21,7,4,21,14
N,BC,3,5019445,437771.531,286,84,238,1,I,I,0,0,64,0,12,64,100,57,32,11,7,35,14
N,BC,4,5019643,437726.906,267,83,296,1,I,I,0,0,36,0,0,36,100,25,11,0,0,21,4
N,BC,5,5019829,437697.719,283,48,166,1,I,I,0,0,8,30,0,38,21,11,7,4,4,0,7
N,BC,6,5020485.5,437978.219,307,48,110,1,I,I,0,0,12,8,0,20,60,7,7,4,0,0,7
N,BC,7,5020292.5,438008.656,307,50,134,1,I,I,0,0,28,4,4,32,88,4,4,0,0,4,0
N,BC,8,5020080.5,438051.938,320,45,252,1,I,I,0,0,56,0,12,56,100,127,60,14,0,81,46
N,BC,9,5019906.5,438074.438,252,60,290,2,I,I,0,0,4,0,0,4,100,0,0,0,0,0,0
N,BC,10,5019704.5,438123.594,312,65,290,2,I,E,101,5,8,0,0,8,100,4,4,0,0,0,4
N,BC,11,5019509,438162.438,343,50,230,2,E,E,196,39,2,24,4,26,8,46,11,7,11,25,11
N,BC,12,5019330,438192.5,310,70,190,2,I,I,0,0,30,0,0,30,100,67,7,7,50,7,11
N,BC,13,5019124.5,438226.531,299,35,350,2,I,I,0,0,4,10,0,14,29,0,0,0,0,0,0
N,BC,14,5018936,438269.531,346,40,340,2,I,E,135,7,12,0,0,12,100,18,0,0,11,7,0
N,BC,15,5019008.5,438646.438,321,10,300,2,I,E,107,10,16,4,0,20,80,67,4,4,46,18,4
N,BC,16,5019194.5,438616.219,325,50,220,2,I,I,0,0,18,2,4,20,90,64,0,0,60,4,0
N,BC,17,5019390.5,438580.938,382,35,200,2,I,I,0,0,22,0,0,22,100,7,0,0,7,0,0
N,BC,18,5019570,438551.719,424,95,230,2,I,E,188,11,4,4,0,8,50,4,0,0,0,0,4
N,BC,19,5019754.5,438516.188,438,18,270,2,I,I,0,0,18,0,0,18,100,14,4,0,14,0,0
N,BC,20,5019961.5,438478.406,364,70,10,2,I,I,0,0,14,4,0,18,78,57,0,0,53,4,0
N,BC,21,5020157,438439.469,319,62,243,2,E,E,125,51,12,4,0,16,75,18,7,0,4,7,7
N,BC,22,5020346,438405.094,361,24,248,2,E,E,39,16,8,0,0,8,100,0,0,0,0,0,0
N,BC,23,5020544,438371.281,333,31,210,3,E,E,158,82,0,0,0,0,50,4,4,0,0,4,0
N,BC,24,5020738.5,438333.125,346,57,284,3,I,I,0,0,0,0,0,0,50,0,0,0,0,0,0
N,BC,25,5020928.5,438298.156,357,25,246,2,E,E,117,32,24,0,0,24,100,32,14,11,18,14,0
N,BC,26,5019451,438958.844,453,54,246,2,I,I,0,0,34,0,4,34,100,21,11,7,7,0,14
N,BC,27,5019638.5,438926.219,448,10,274,2,I,E,126,6,26,8,2,34,76,28,14,7,14,0,14
N,BC,28,5019830.5,438891.406,406,22,18,2,I,I,0,0,18,0,0,18,100,14,7,4,4,0,11
N,BC,29,5020035.5,438855.781,332,55,270,2,I,I,0,0,0,18,4,18,0,50,7,7,35,7,7
N,BC,30,5020219,438824.375,366,41,137,2,I,I,0,0,22,0,0,22,100,14,4,4,7,0,7
N,BC,31,5020392,438793.75,452,46,182,1,E,E,172,62,20,0,8,20,100,67,39,28,0,42,25
N,BC,32,5020594.5,438754.438,431,32,174,2,I,I,0,0,12,0,0,12,100,4,0,0,4,0,0
N,BC,33,5020782,438720.594,431,31,244,2,I,I,0,0,10,0,0,10,100,4,4,4,0,0,4
N,BC,34,5020998,438687.062,376,18,242,3,E,E,163,34,0,0,0,0,50,0,0,0,0,0,0
N,BC,35,5020269,439210.656,429,28,239,2,I,I,0,0,14,0,0,14,100,0,0,0,0,0,0
N,BC,36,5020088,439240.094,406,50,13,2,I,I,0,0,14,0,4,14,100,25,4,4,21,0,4
N,BC,37,5019903,439277.188,389,47,228,2,I,I,0,0,22,4,0,26,85,4,4,4,0,0,4
N,BC,38,5019708.5,439305,423,18,3,2,I,E,150,8,8,0,4,8,100,18,7,4,11,0,7
N,EC,1,5019047,450114.344,516,40,245,4,I,E,121,11,20,8,0,28,71,25,7,4,21,0,4
N,EC,2,5018967,450300.625,436,35,140,4,I,I,0,0,2,4,2,6,33,11,7,7,0,4,7
N,EC,3,5018891.5,450467.531,393,80,80,4,I,E,51,5,12,0,4,12,100,7,4,4,4,4,0
N,EC,4,5018815,450650.594,385,55,336,4,I,I,0,0,20,0,0,20,100,14,7,7,7,0,7
N,EC,5,5018743.5,450820.969,382,24,185,4,I,E,92,5,14,0,0,14,100,0,0,0,0,0,0
N,EC,6,5018958.5,451329.344,486,22,132,4,I,E,36,2,0,8,0,8,0,42,0,0,0,39,4
N,EC,7,5019034.5,451145.281,497,29,200,4,I,I,0,0,0,12,0,12,0,28,7,7,0,14,14
N,EC,8,5019106,450976.188,518,65,200,4,I,E,53,3,14,4,4,18,78,11,11,11,0,11,0
N,EC,9,5019177.5,450803.844,522,29,298,4,I,E,98,5,16,4,0,20,80,7,7,4,0,0,7
N,EC,10,5019241.5,450632.125,444,54,218,4,I,I,0,0,0,0,0,0,50,0,0,0,0,0,0
N,EC,11,5019323.5,450443.406,444,22,189,4,I,E,205,18,4,0,0,4,100,14,0,0,14,0,0
N,EC,12,5019400,450260.062,432,65,130,4,I,E,66,3,8,0,0,8,100,4,4,0,0,0,4
N,EC,13,5019469,450096.5,473,45,141,4,I,I,0,0,12,0,0,12,100,25,4,0,14,7,4
N,EC,14,5019533.5,449939.688,540,57,81,4,I,I,0,0,12,8,0,20,60,11,11,11,0,0,11
N,EC,15,5019601.5,449777.969,590,65,168,2,I,I,0,0,0,0,2,0,50,11,7,4,0,0,11
N,EC,16,5019374,451288.406,633,18,120,4,I,I,0,0,20,0,0,20,100,230,0,0,18,212,0
N,EC,17,5019440,451124.281,659,40,220,4,I,I,0,0,24,0,8,24,100,138,7,4,81,50,7
N,EC,18,5019514,450954.656,597,52,250,4,I,I,0,0,12,8,0,20,60,14,14,4,0,7,7
N,EC,19,5019594,450772.25,536,68,246,4,I,E,118,6,8,0,0,8,100,0,0,0,0,0,0
N,EC,20,5019672.5,450594.688,467,55,230,4,I,I,0,0,12,0,0,12,100,7,7,7,0,0,7
N,EC,21,5019731,450414.812,445,55,62,1,E,E,178,64,0,0,4,0,50,7,4,4,0,4,4
N,EC,22,5019794,450252.938,514,18,57,1,E,E,126,45,0,0,4,0,50,21,21,11,0,18,4
N,EC,23,5019870.5,450093.594,598,90,105,2,I,I,0,0,0,0,0,0,50,4,0,0,4,0,0
N,EC,24,5020214,450246.812,625,70,70,4,I,I,0,0,0,14,4,14,0,46,4,0,11,21,14
N,EC,25,5020151,450406.406,582,72,198,4,I,I,0,0,0,24,0,24,0,42,4,0,11,28,4
N,EC,26,5020091,450574.312,557,62,176,4,I,I,0,0,4,20,0,24,17,53,11,7,0,39,14
N,EC,27,5020023.5,450750.719,495,50,316,4,I,I,0,0,10,12,0,22,45,64,14,4,0,28,35
N,EC,28,5019947.5,450921.5,513,63,230,4,I,I,0,0,4,24,0,28,14,42,11,0,0,21,21
